La2Fe2S5,11 publications,orthorhombic,36  spacegroup,0  band gap,http://apps.webofknowledge.com/Search.do?product=UA&SID=%223Eil4cK4zWNilvv7Jk1%22&search_mode=GeneralSearch&prID=24168697-351e-4e84-bb34-25478761e3d9,"=HYPERLINK(""C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\sulfides\La2Fe2S5.png"",""Word Cloud"")"

"=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/ic0521372"",""metal(1)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S030488530601746X"",""metal(1)"")"
"=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/ic0521372"",""magnet(2)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S1293255804002882"",""magnet(1)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S030488530601746X"",""magnet(3)"")"
"=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/ic0521372"",""\d K(1)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S1293255804002882"",""\d K(3)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S030488530601746X"",""\d K(3)"")"
"=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/ic0521372"",""susceptibility(1)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S1293255804002882"",""susceptibility(1)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S030488530601746X"",""susceptibility(1)"")"
"=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S030488530601746X"",""neutron(1)"")"


La3Fe2S7,0 publications,hexagonal,173  spacegroup,0  band gap,http://apps.webofknowledge.com/UA_GeneralSearch_input.do?SID=%221CmEWEdqXdJZeSAvzZU%22&product=UA&search_mode=GeneralSearch&errorQid=1,"=HYPERLINK(""C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\sulfides\La3Fe2S7.png"",""Word Cloud"")"



Ba3CrS5,1 publications,hexagonal,185  spacegroup,0  band gap,http://apps.webofknowledge.com/Search.do?product=UA&SID=%223DawB9Z8n9ddUuSXPOY%22&search_mode=GeneralSearch&prID=8353b373-b270-493d-892c-c222db174f91,"=HYPERLINK(""C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\sulfides\Ba3CrS5.png"",""Word Cloud"")"

"=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S0022459603003980"",""metal(1)"")"


Ba6Fe8S15,8 publications,tetragonal,87  spacegroup,0  band gap,http://apps.webofknowledge.com/Search.do?product=UA&SID=%223BQC47TFWWUCJkVJSLs%22&search_mode=GeneralSearch&prID=b51fb36f-57b7-4cb6-915d-a17cb32358b8,"=HYPERLINK(""C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\sulfides\Ba6Fe8S15.png"",""Word Cloud"")"

"=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.214511"",""superconduct(1)"")"
"=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.214511"",""conduct(2)"")","=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.245132"",""conduct(3)"")","=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/cm0000346"",""conduct(2)"")"
"=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/cm0000346"",""resist(2)"")"
"=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.214511"",""magnet(2)"")","=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.245132"",""magnet(3)"")","=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/cm0000346"",""magnet(8)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S0925838804004451"",""magnet(2)"")","=HYPERLINK(""http://onlinelibrary.wiley.com/doi/10.1002/ejic.201402805/abstract;jsessionid=D7374D13E54128510703117B4C60AB58.f04t01"",""magnet(5)"")","=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.91.064303"",""magnet(1)"")"
"=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.214511"",""\d K(4)"")","=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.245132"",""\d K(2)"")","=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/cm0000346"",""\d K(2)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S0925838804004451"",""\d K(3)"")","=HYPERLINK(""http://onlinelibrary.wiley.com/doi/10.1002/ejic.201402805/abstract;jsessionid=D7374D13E54128510703117B4C60AB58.f04t01"",""\d K(1)"")","=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.91.064303"",""\d K(2)"")","=HYPERLINK(""N/A"",""\d K(2)"")"
"=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.214511"",""neutron(1)"")","=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.245132"",""neutron(1)"")"


BaFe2S3,7 publications,orthorhombic,63  spacegroup,0  band gap,http://apps.webofknowledge.com/Search.do?product=UA&SID=%224CHVgJsHTSRHZQvs3Zd%22&search_mode=GeneralSearch&prID=aab627a8-e605-4bb2-9177-74240ff53703,"=HYPERLINK(""C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\sulfides\BaFe2S3.png"",""Word Cloud"")"

"=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.245132"",""conduct(3)"")"
"=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.245132"",""magnet(3)"")","=HYPERLINK(""http://link.springer.com/article/10.1007%2Fs10751-006-9442-y"",""magnet(1)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S0925838804004451"",""magnet(2)"")","=HYPERLINK(""http://journals.aps.org/prb/abstract/10.1103/PhysRevB.91.064303"",""magnet(1)"")"
