26626	P 1 21/n 1	Xe F4	XeF4	Crystal and molecular structure of xenon tetrafluoride	Templeton, D.H.;  Zalkin, A.;  Forrester, J.D.;  Williamson, S.M.	Journal of the American Chemical Society (1963) 85,  p242-p242
27467	P 1 21/n 1	Xe F4	XeF4	Xenon Tetrafluoride: Crystal Structure	Ibers, J.A.;  Hamilton, W.C.	Science (1963) 139,  p106-p107
65785	P 1 21/n 1	V F4	XeF4	Vanadiumtetrafluoride	Becker, S.;  Mueller, B.G.	Angewandte Chemie (German Edition) (1990) 102,  p426-p427
165398	P 1 21/n 1	Ru F4	XeF4	Preparation and structure of ruthenium tetrafluoride and a structural comparison with ruthenium trifluoride and ruthenium pentafluoride	Casteel, W.J.jr.;  Wilkinson, A.P.;  Borrmann, H.;  Serfass, R.E.;  Bartlett, N.	Inorganic Chemistry (1992) 31, (14) p3124-p3131
165399	P 1 21/n 1	Ru F4	XeF4	Preparation and structure of ruthenium tetrafluoride and a structural comparison with ruthenium trifluoride and ruthenium pentafluoride	Casteel, W.J.jr.;  Wilkinson, A.P.;  Borrmann, H.;  Serfass, R.E.;  Bartlett, N.	Inorganic Chemistry (1992) 31, (14) p3124-p3131
