53097	P 63/m m c	Mn (In0.25 Sb0.75)	NiAs	Ferromagnetic resonance investigations in Mn Sb1-x Inx films	Seshu Bai, V.;  Rama Rao, K.V.S.	Physica Status Solidi A - Applications and Materials (1982) 73,  p303-p305
53123	P 63/m m c	(Cr0.63 Fe0.25) Te	NiAs	Magnetic properties of Cr7-x Fex Te8 (x=0 to 3)	Makovetskii, G.I.	Physica Status Solidi A - Applications and Materials (1983) 78,  p39-p41
53134	P 63/m m c	(Cr0.77 Mn0.09) S	NiAs	Magnetic properties of Mn-modified Cr S1.17 and Te-modified Cr S1.17	Yuzuri, M.;  Tate, N.	Journal of Magnetism and Magnetic Materials (1983) 31,  p161-p162
53136	P 63/m m c	Cr Mn Sb2	NiAs	Influence of high pressure on the magnetic properties of alloys Mn1-x Crx Sb	Grazhdankina, N.P.;  Medvedeva, I.V.	Fizika Metallov i Metallovedenie (1983) 55,  p96-p101
53139	P 63/m m c	(Cr0.9 Mn0.1) Se	NiAs	Investigation of structure and magnetic properties of the solid solutions of the system Mn1-x Crx Se	Makovetskii, G.I.;  Galyas, A.I.	Doklady Akademii Nauk Belorusskoj SSR (1979) 23, (1) p29-p30
53140	P 63/m m c	(Cr Mn0.5 V0.5) Te2	NiAs	Substitution von Chrom durch Vanadium and Mangan im Ferromagneten Cr Te	Noesselt, J.;  Sondermann, U.;  Treutmann, W.	Zeitschrift fuer Angewandte Physik (1971) 32, (1) p66-p69
53195	P 63/m m c	(Cr Ni) Sb2	NiAs	Continuous series of solic solutions between intermetallic compounds in quasi-binary systems	Varich, N.I.;  Varich, A.N.;  Kravtsov, I.A.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Matematichni Ta Tekhnichni Nauki (1973) 35,  p84-p88
53196	P 63/m m c	(Cr0.2 Ni0.8) Sb	NiAs	Crystal physical and magnetic properties of alloys of the quasi-binary system Cr1-x Nix Sb	Makovetskii, G.I.;  Shakhlevich, G.M.	Vestsi Akademii Navuk Belaruskai SSR, Serya Fizika-Matematychnykh Navuk (1980) 1980, (5) p77-p80
53199	P 63/m m c	(Cr0.7 Ni0.3) Te	NiAs	Crystallographic, magnetic and electrical properties of nickel-substituted chromium telluride	Makovetskii, G.I.;  Dymont, V.P.	Physica Status Solidi A - Applications and Materials (1984) 85,  p69-p71
53207	P 63/m m c	Cr (S0.2 Te0.8)	NiAs	Magnetic properties of the Cr Sx Te1-x (x=0-0.2) solid solutions	Makovetskii, G.I.;  Shaklevich, G.M.	Kristall und Technik (1979) 14,  p97-p105
53208	P 63/m m c	Cr Ti S2	NiAs	A magnetic quasi-ordered state in Cr1-x Tix S	Anzai, S.;  Nakada, M.;  Ohta, S.;  Tominaga, K.;  Fujii, A.	Journal of Magnetism and Magnetic Materials (1983) 31,  p1467-p1468
53210	P 63/m m c	Cr Sb	NiAs	On the properties of the Cr1+x Sb, Fe1+x Sb, Co1+x Sb, Ni1+x Sb, Pd1+x Sb, and Pt1+x Sb phases	Kjekshus, A.;  Walseth, K.P.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1969) 23,  p2621-p2630
53212	P 63/m m c	Cr2 Sb Te	NiAs	Solid solutions between ferromagnetic and antiferromagnetic compounds with NiAs structure	Lotgering, F.K.;  Gorter, E.W.	Journal of Physics and Chemistry of Solids (1957) 3,  p238-p249
53213	P 63/m m c	Cr (Sb0.3 Te0.7)	NiAs	Ferromagnetic resonance in thin films of the Cr Te1-x Sbx system	Isshiki, M.;  Hashimoto, M.;  Kambe, K.	Journal of the Physical Society of Japan (1973) 35,  p438-p442
53215	P 63/m m c	Cr Se	NiAs	The magnetic properties of Cr As1-x Sex	Kjekshus, A.;  Jamison, W.E.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1971) 25,  p1715-p1721
53216	P 63/m m c	Cr V Se2	NiAs	Magnetic susceptibility, electrical resistivity and thermal expansion coefficient of Ni As-type V1-x Crx Se	Yuri, S.;  Ohta, S.;  Anzai, S.;  Aikawa, M.;  Hatakeyama, K.	Journal of Magnetism and Magnetic Materials (1987) 70,  p215-p217
53230	P 63/m m c	Cr Te	NiAs	Exchange striction of ferromagnetic compound Cr Te	Ido, H.;  Shirakawa, K.;  Suzuki, T.;  Kaneko, T.	Journal of the Physical Society of Japan (1969) 26,  p663-p665
53231	P 63/m m c	(Cr0.75 Ti0.25) Te	NiAs	Magnetic properties of the solid solutions of the system Cr1-x Tix Te (x=0-.25)	Makovetskii, G.I.;  Dymont, V.P.	Doklady Akademii Nauk Belorusskoj SSR (1984) 28, (6) p521-p522
89976	P 63/m m c	V0.812 Cr0.968 S2	NiAs	Structures and properties of new ordered defect phases in the vanadium chromium sulfide system	Vaqueiro, P.;  Powell, A.V.	Chemistry of Materials (2000) 12,  p2705-p2714
90396	P 63/m m c	Fe0.67 Zn1.33 Sb2	NiAs	Phase equilibria and crystal structure of compounds in the Fe - Zn - Sb system at 570 K	Chumak, I.V.;  Pavlyuk, V.V.;  Dmytriv, G.S.;  Stepen&#39; Damm, Yu.	Journal of Alloys and Compounds (2000) 307,  p223-p225
56262	P 63/m m c	Au Sn	NiAs	On the structural, thermal, electrical, and magnetic properties of Au Sn	Jan, J.P.;  Pearson, W.B.;  Kjekshus, A.;  Woods, S.B.	Canadian Journal of Physics (1963) 41,  p2252-p2266
56274	P 63/m m c	Cu (Sn0.9 Sb0.1)	NiAs	Sorosite, Cu(Sn,Sb), a new mineral from the Baimka deposit, western Chukotka, Russian Far East	Barkov, A.Y.;  Laajoki, K.V.O.;  Gornostayev, S.S.;  Pachomovskii, Ya.A.;  Men&#39;shikov, Yu.P.	American Mineralogist (1998) 83,  p901-p906
56282	P 63/m m c	(Cu6 Sn5)0.1818	NiAs	An X-ray diffraction and calometric investigation of the compound Cu6 Sn5	Gangulee, A.;  Das, G.C.;  Bever, M.B.	Metallurgical Transactions (1973) 4,  p2063-p2066
52069	P 63/m m c	Rh Se	NiAs	Einige strukturelle Ergebnisse an metallischen Phasen. IV	Schubert, K.;  Balk, M.;  Bhan, S.;  Breimer, H.;  Esslinger, P.;  Stolz, E.	Naturwissenschaften (1959) 46,  p647-p648
52084	P 63/m m c	Rh Te	NiAs	Pyrite-like phases in the Rh-Te system	Kjekshus, A.;  Rakke, T.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32,  p209-p217
52121	P 63/m m c	Ti S	NiAs	The synthesis and structure of titanium monosulphide	Pankratova, O.Yu.;  Novakovskii, V.A.;  Vladimirova, V.A.;  Zvinchuk, R.A.	Zhurnal Neorganicheskoi Khimii (1986) 31,  p1615-p1618
52211	P 63/m m c	V S	NiAs	Second-order phase transition in the VS one-phase region	Franzen, H.F.;  Burger, T.J.	Journal of Chemical Physics (1968) 49,  p2268-p2272
52503	P 63/m m c	Ti Te	NiAs	Structures cristallines et liaisons	Oudet, X.	Annales de Chimie (Paris) (Vol=Year) (1983) 8,  p483-p505
52505	P 63/m m c	Tm Te	NiAs	Pressure induced structural transformation in thulium monosulfide	Usha Devi, S.;  Singh, A.K.	Solid State Communications (1984) 52, (3) p303-p305
52509	P 63/m m c	V Te	NiAs	Lattice constants and melting points of actinide - group IVA-VIA compounds with Na Cl-type structures	Sondermann, U.	Zeitschrift fuer Angewandte Physik (1970) 30,  p41-p45
52514	P 63/m m c	Zr Te	NiAs	The sulphides, selenides, and tellurides of titanium, zirconium, hafnium, and thorium. I. Preparation and characterization	McTaggart, F.K.;  Wadsley, A.D.	Australian Journal of Chemistry (1958) 11,  p445-p457
52674	P 63/m m c	Au Se	NiAs	On the crystal structure of Au Se alloy phase	Srivastava, O.N.;  Srivastava, M.M.	Zeitschrift fuer Metallkunde (1972) 63,  p158-p159
52730	P 63/m m c	Ni2 (Bi Sb)	NiAs	Investigation of ternary solid solutions on the basis of superconducting compounds	Zhuravlev, N.N.;  Zhdanov, G.S.;  Smirnova, E.M.	Fizika Metallov i Metallovedenie (1962) 13,  p62-p70
52734	P 63/m m c	Pd2 (Bi Sb)	NiAs	Investigation of ternary solid solutions on the basis of superconducting compounds	Zhuravlev, N.N.;  Zhdanov, G.S.;  Smirnova, E.M.	Fizika Metallov i Metallovedenie (1962) 13,  p55-p61
52956	P 63/m m c	Co Fe S2	NiAs	Phase relations and ageing effects in Fe1-x Cox S system	Barthelemy, E.;  Carcaly, C.	Journal of Solid State Chemistry (1987) 66,  p191-p203
77855	P 63/m m c	V P	NiAs	Structural properties of V P1-x Asx; x=0-1	Fjellvag, H.;  Kjekshus, A.	Monatshefte fuer Chemie (1986) 117,  p773-p781
53515	P 63/m m c	Fe Ni S2	NiAs	Unit cell parameters of monosulfide, pentlandite and taenite solid solutions within the Fe-Ni-S system	Misra, K.C.;  Fleet, M.E.	Materials Research Bulletin (1973) 8,  p669-p678
53526	P 63/m m c	Fe S	NiAs	Electronic properties of Ni1-x Fex S	Szytula, A.;  Ptasiewicz Bak, H.;  Leciejewicz, J.	Materials Research Bulletin (1979) 14,  p711-p716
53528	P 63 m c	Fe S	NiAs	Some defect structures of iron sulfide	Fasiska, E.J.	Physica Status Solidi A - Applications and Materials (1972) 10,  p169-p173
53530	P 63/m m c	Fe2 (S Se)	NiAs	Roentgenographische Daten der Mischphasen im System Pyrit (Fe S2) - Ferrosilit (Fe Se2) / Pyrrhotin (Fe S) - Achavalit (Fe  Se)	Franz, E.D.	Neues Jahrbuch fuer Mineralogie. Monatshefte (Band=Jahr) (1950-) (1972) 1972,  p276-p280
53535	P 63/m m c	Fe Sb	NiAs	On the properties of the Cr1+x Sb, Fe1+x Sb, Co1+x Sb, Ni1+x Sb, Pd1+x Sb, and Pt1+x Sb phases	Kjekshus, A.;  Walseth, K.P.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1969) 23,  p2621-p2630
53541	P 63/m m c	Fe Se	NiAs	Studies of structure, electrical resistivity, and modulated structures in Fe Se and Ni Se alloys	Srivastava, M.M.;  Srivastava, O.N.	Acta Crystallographica A (24,1968-38,1982) (1975) 31,  p82-p82
53542	P 63/m m c	Fe Se	NiAs	The magnetic and thermoelectric properties of Ni As-type Fe.89 Se	Terzieff, P.;  Schicketanz, H.;  Komarek, K.L.	Monatshefte fuer Chemie (1982) 113,  p519-p527
53711	P 63/m m c	(Ge0.1 Mn0.9) Te	NiAs	The Mn Te - Ge Te phase diagram	Johnston, W.D.;  Sestrich, D.E.	Journal of Inorganic and Nuclear Chemistry (1961) 19,  p229-p236
53957	P 63/m m c	Cr Se	NiAs	Existence and structure of the disulphides Ni S2 and Ci S2	de Jong, W.F.;  Willems, H.W.V.	Physica (Amsterdam) (1,1921-13,1933) (1927) 7,  p74-p79
53959	P 63/m m c	Co Se	NiAs	Geochemische Verteilungsgesetze VIII. Bau und Eigenschaften von Krystallen	Goldschmidt, V.M.	Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo 1: Matematisk-Naturvidenskapelig Klasse (1927) 1927, (8) p1-p156
53960	P 63/m m c	Co Te	NiAs	Geochemische Verteilungsgesetze VIII. Bau und Eigenschaften von Krystallen	Goldschmidt, V.M.	Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo 1: Matematisk-Naturvidenskapelig Klasse (1927) 1927, (8) p1-p156
53961	P 63/m m c	Ni Te	NiAs	Geochemische Verteilungsgesetze VIII. Bau und Eigenschaften von Krystallen	Goldschmidt, V.M.	Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo 1: Matematisk-Naturvidenskapelig Klasse (1927) 1927, (8) p1-p156
53969	P 63/m m c	Cr Sb	NiAs	Geochemische Verteilungsgesetze VIII. Bau und Eigenschaften von Krystallen	Goldschmidt, V.M.	Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo 1: Matematisk-Naturvidenskapelig Klasse (1927) 1927, (8) p1-p156
53970	P 63/m m c	Mn Sb	NiAs	Geochemische Verteilungsgesetze VIII. Bau und Eigenschaften von Krystallen	Goldschmidt, V.M.	Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo 1: Matematisk-Naturvidenskapelig Klasse (1927) 1927, (8) p1-p156
53971	P 63/m m c	Fe Sb	NiAs	Geochemische Verteilungsgesetze VIII. Bau und Eigenschaften von Krystallen	Goldschmidt, V.M.	Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo 1: Matematisk-Naturvidenskapelig Klasse (1927) 1927, (8) p1-p156
53973	P 63/m m c	Ni (As0.4 Sb0.6)	NiAs	Compounds of the structure type of pyrrhotine (Fe S)	de Jong, W.F.;  Willems, H.W.V.	Physica (Amsterdam) (1,1921-13,1933) (1927) 7,  p74-p79
56136	P 63/m m c	Co Se	NiAs	Krystallstrukturen vom Typus Ni As	Oftedal, I.	Zeitschrift fuer Physikalische Chemie (Leipzig) (1927) 132,  p208-p216
56137	P 63/m m c	Cr Te	NiAs	Krystallstrukturen vom Typus Ni As	Oftedal, I.	Zeitschrift fuer Physikalische Chemie (Leipzig) (1927) 132,  p208-p216
56140	P 63/m m c	Ni Sb	NiAs	Krystallstrukturen vom Typus Ni As	Oftedal, I.	Zeitschrift fuer Physikalische Chemie (Leipzig) (1927) 132,  p208-p216
56141	P 63/m m c	Mn As	NiAs	Krystallstrukturen vom Typus Ni As	Oftedal, I.	Zeitschrift fuer Physikalische Chemie (Leipzig) (1927) 132,  p208-p216
56142	P 63/m m c	Fe Te	NiAs	Krystallstrukturen vom Typus Ni As	Oftedal, I.	Zeitschrift fuer Physikalische Chemie (Leipzig) (1927) 132,  p208-p216
93159	P 63/m m c	Cr Te	NiAs	Pressure-induced structural phase transition in a ferromagnet Cr Te	Eto, T.;  Ishizuka, M.;  Endo, S.;  Kanomata, T.;  Kikegawa, T.	Journal of Alloys and Compounds (2001) 315, (1) p16-p21
93160	P 63/m m c	Cr Te	NiAs	Pressure-induced structural phase transition in a ferromagnet Cr Te	Eto, T.;  Ishizuka, M.;  Endo, S.;  Kanomata, T.;  Kikegawa, T.	Journal of Alloys and Compounds (2001) 315,  p16-p21
93313	P 63/m m c	(Ti Mo) P2	NiAs	The interaction of phosphorus with titanium and molybdenum	Lomnitskaya, Ya.F.;  Chikhrii, S.I.;  Kuz&#39;ma, Yu.B.	Journal of Alloys and Compounds (2001) 321,  p91-p96
93909	P 63/m m c	Ni0.766 Sb0.5 Te0.5	NiAs	The atomic order of the pnictogen and chalcogen atoms in equiatomic ternary compounds T Pn Ch (T = Ni, Pd; Pn = P, As, Sb; Ch= S, Se, Te)	Foecker, A.J.;  Jeitschko, W.	Journal of Solid State Chemistry (2001) 162,  p69-p78
9497	P 63/m m c	Mn As	NiAs	The crystal structure of Mn As	Suzuki, T.	Tohoku Gakuin Daigaku Kogakubu Kenkyu Hokoku (1978) 13,  p57-p61
96138	P 63/m m c	Ti Sb	NiAs	The titanium - iron - antimony ternary system and the crystal and electronic structure of the interstitial compound Ti5 Fe Sb2	Melnyk, G.;  Tremel, W.	Journal of Alloys and Compounds (2003) 349,  p164-p171
56967	P 63/m m c	Al As	NiAs	Phase transformation of  Al As to Ni As structure at high -pressure	Greene, R.G.;  Huan Luo;  Ting Li;  Ruoff, A.L.	Physical Review Letters (1994) 72, (13) p2045-p2048
58805	P 63/m m c	Bi Mn	NiAs	Contribution to the equilibrium phase diagram of the Mn - Bi system near Mn Bi	Chen Tu	Journal of Applied Physics (1974) 45, (5) p2358-p2360
58820	P 63/m m c	Bi Ni	NiAs	Roentgenalanlyse des Systems Nickel-Wismut	Haegg, G.;  Funke, G.	Zeitschrift fuer Physikalische Chemie, Abteilung B: Chemie der Elementarprozesse, Aufbau der Materie (1929) 6,  p272-p283
58822	P 63/m m c	Bi2 Ni Rh	NiAs	Investigation of ternary solid solutions on the basis of superconducting compounds	Zhuravlev, N.N.;  Zhdanov, G.S.;  Smirnova, E.M.	Fizika Metallov i Metallovedenie (1962) 13, (1) p62-p70
58833	P 63/m m c	Bi Pb Pt2	NiAs	Investigation of ternary solid solutions on the basis of superconducting compounds	Zhuravlev, N.N.;  Zhdanov, G.S.;  Smirnova, E.M.	Fizika Metallov i Metallovedenie (1962) 13, (1) p55-p61
58841	P 63/m m c	Bi2 Pd Pt	NiAs	Investigation of ternary solid solutions on the basis of superconducting compounds	Zhuravlev, N.N.;  Zhdanov, G.S.;  Smirnova, E.M.	Fizika Metallov i Metallovedenie (1962) 13, (1) p62-p70
58845	P 63/m m c	Bi Pt	NiAs	An X-ray investigation of superconducting alloys of bismuth with platinum in the range 20-640 C	Zhuravlev, N.N.;  Stepanova, A.A.	Kristallografiya (1962) 7,  p310-p311
58852	P 63/m m c	Bi Rh	NiAs	Neue Phasen vom MnP(B31)-Typ	Pfisterer, H.;  Schubert, K.	Zeitschrift fuer Metallkunde (1950) 41,  p358-p367
33613	P 63/m m c	V S	NiAs	Beitraege zur systematischen Verwandtschaftslehre ueber das System Vanadium/Schwefel	Biltz, W.;  Koecher, A.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1939) 241,  p324-p337
76712	P 63/m m c	Ni2 Se Te	NiAs	On the system Ni-Se-Te	Rost, E.;  Vestersjoe, E.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1968) 22,  p2118-p2134
83867	P 63/m m c	V S	NiAs	Large structural and magnetic phase stability of V S and V Se	Knecht, M.;  Ebert, H.;  Bensch, W.	Journal of Alloys and Compounds (1997) 246,  p166-p176
102404	P 63/m m c	(Co0.5 Fe0.5)0.875 Se	NiAs	Magnetic properties and anisotropy of (Fe1-x Cox)7 Se8	Sato, M.;  Kamimora, T.;  Iwata, T.	Journal of the Less-Common Metals (1959) 1,  p382-p389
102585	P 63/m m c	(Co Ni)0.8 Te2	NiAs	Uebergangsmetall-Chalkogensysteme, 4. Mitt.: Die Systeme Kobalt-Tellur und Kobalt-Nickel-Tellur	Klepp, K.O.;  Komarek, K.L.	Monatshefte fuer Chemie (1973) 104,  p105-p117
102757	P 63/m m c	(Cr0.1 Fe0.4 Mn0.5) Sb	NiAs	Investigations for the study of the magnetic behaviour of solid solutions in the system Cr Mn Fe Sb	Buschow, K.H.J.;  van Engen, P.G.	Journal of Magnetism and Magnetic Materials (1981) 25,  p90-p96
102831	P 63/m m c	(Cr Ti) P2	NiAs	Kristallchemische Untersuchungen an Monophosphiden und -arseniden in den Systemen Ti - (Cr, Mo, W) - (P, As)	Boller, H.;  Nowotny, H.N.	Monatshefte fuer Chemie (1965) 96,  p852-p862
102845	P 63/m m c	Cr S	NiAs	The tungsten carbide and nickel arsenide structures	Schoenberg, N.	Acta Metallurgica (1954) 2,  p427-p432
102846	P 63/m m c	Cr (Se0.5 Te0.5)	NiAs	Solid solutions betweeen ferromagnetic and antiferromagnetic compounds with Ni As structure	Lotgering, F.K.;  Gorter, E.W.	Journal of Physics and Chemistry of Solids (1957) 3,  p238-p249
104194	P 63/m m c	Ti Te	NiAs	Constitutional study of the Ti, Zr and Hf tellurides	Matkovic, T.;  Matkovic, P.	Metalurgija, Croatia (1992) 31, (4) p107-p110
104197	P 63/m m c	Zr Te	NiAs	Transition metal-chalcogen systems. VI: The zirconium- tellurium phase diagram	Sodeck, H.;  Mikler, H.;  Komarek, K.L.	Monatshefte fuer Chemie (1979) 110,  p1-p8
104538	P 63/m m c	Ir Pb	NiAs	Neue Phasen vom Mn P (B31)-Typ	Pfisterer, H.;  Schubert, K.	Zeitschrift fuer Metallkunde (1950) 41,  p358-p367
104561	P 63/m m c	Ir Sn	NiAs	Zur Kenntnis des Aufbaus und der Kristallchemie einiger Edel- metallsysteme (Pd-Pb, Pd-Sn, Ir-Sn, Rh-Sn, Pt-Pb)	Nowotny, H.N.;  Schubert, K.;  Dettinger, U.	Zeitschrift fuer Metallkunde (1946) 37,  p137-p145
104757	P 63/m m c	(Li0.04 Mn0.96) (Se0.15 Te0.85)	NiAs	A study of substituted MnTe	Panson, A.J.;  Johnston, W.D.	Journal of Inorganic and Nuclear Chemistry (1964) 26,  p705-p710
104758	P 63/m m c	(Li0.09 Mn0.91) Te	NiAs	A study of substituted MnTe	Panson, A.J.;  Johnston, W.D.	Journal of Inorganic and Nuclear Chemistry (1964) 26,  p705-p710
104931	P 63/m m c	(Mn0.6 Ni0.4) Te	NiAs	Studies on some mixed chalcogenides	Kamat Dalal, V.N.;  Keer, H.V.;  Biswas, A.B.	Journal of Inorganic and Nuclear Chemistry (1971) 33,  p2839-p2845
105058	P 63/m m c	(Mo0.56 Ti0.44) P	NiAs	Kristallchemische Untersuchungen an Monophosphiden und -arseniden in den Systemen: Ti - (Cr, Mo, W) - (P, As)	Boller, H.;  Nowotny, H.N.	Monatshefte fuer Chemie (1965) 96,  p852-p862
105059	P 63/m m c	(Mo0.3 V0.7) P	NiAs	Synthese et etude radiocristallogaphique des systemes MP-MoP et Mp-Wp (M= elment 3d)	Guerin, R.;  Sergent, M.	Monatshefte fuer Chemie (1965) 96,  p852-p862
105123	P 63/m m c	Ta N	NiAs	Nouveaux nitrures de tantale. Nitrure et oxynitrures mixtes de tantale et de niobium	Fontbonne, A.;  Gilles, J.C.	Revue Internationale des Hautes Temperatures et des Refractaires (1969) 6,  p181-p192
105286	P 63/m m c	Ni Sb	NiAs	On the properties of the Cr1+x Sb, Fe1+x Sb, Co1+x Sb, Ni1+x Sb, Pd1+x Sb, and Pt1-x Sb phases	Kjekshus, A.;  Walseth, K.P.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1969) 23,  p2621-p2630
105319	P 63/m m c	(Ni0.33 Pt0.33 Sn0.34)	NiAs	Crystal structure, magnetic properties, and 57Fe Moessbauer effect of Pt Fe Sn	van Noort, H.M.;  de Mooij, B.D.;  Buschow, K.H.J.	Physica Status Solidi A - Applications and Materials (1984) 86,  p655-p662
105341	P 63/m m c	Ni.95 Se	NiAs	Heat capacities and thermodynamic properties of the Ni1-x Se phase from 298-1050 grad K	Gronvold, F.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1970) 24,  p1036-p1050
105427	P 63/m m c	Ni Tl	NiAs	A new Ni As type phase obtained by simultaneous evaporation of Ni and Tl	Bitti, R.R.;  Cascioli, V.	Scripta Metallurgica (1969) 3,  p731-p733
105592	P 63/m m c	(Pb0.41 Pd0.59)	NiAs	Crystal structure of Pd13 Pb9	Mayer, H.W.;  Ellner, M.;  Schubert, K.	Journal of the Less-Common Metals (1980) 71,  p29-p38
105602	P 63/m m c	Pb Pt	NiAs	Zur Kenntnis des Aufbaus und der Kristallchemie einiger Edelmetallsysteme (Pd-Pb, Pd-Sn, Ir-Sn, Rh-Sn, Pt-Pb)	Nowotny, H.N.;  Schubert, K.;  Dettinger, U.	Zeitschrift fuer Metallkunde (1946) 37,  p137-p145
105656	P 63/m m c	(Pd0.17 Pt0.83) Sn	NiAs	Phases and phase relations in the sysem Pd-Pt-Sn	Shelton, K.L.;  Merewether, P.A.;  Skinner, B.J.	Canadian Mineralogist (1981) 19,  p599-p605
105765	P 63/m m c	Po Sc	NiAs	Crystal structure of scandium monopolonide	Prokin, E.S.;  Ershova, Z.V.;  Ermolaev, E.E.	Radiokhimiya (1977) 19, (6) p845-p846
105812	P 63/m m c	Pt Te	NiAs	Niggliite, a monotelluride of platinum	Groeneveld Meijer, W.O.J.	American Mineralogist (1955) 40,  p693-p696
76258	P 63/m m c	Mn Sb	NiAs	The pressure dependence of the lattice parameters of MnSb and MnTe	Nagasaki, H.;  Wakabayashi, I.;  Minomura, S.	Journal of Physics and Chemistry of Solids (1969) 30,  p329-p337
106266	P 63/m m c	Mn (As0.95 P0.05)	NiAs	Some structural and magnetic properties of Mn1+delta As1-x Px	Govor, G.A.;  Vecher, A.K.;  Kleeberg, C.;  Schuenemann, J.W.;  Dankelmann, V.;  Baerner, K.	Physica Status Solidi A - Applications and Materials (1993) 138,  p307-p318
57294	P 63/m m c	Fe Se	NiAs	Pressure-induced phase transition in Fe-Se and Fe-S systems with a Ni As-type structure	Kamimura, T.;  Sato, M.;  Takahashi, H.;  Mori, N.;  Yoshida, H.;  Kaneto, T.	Journal of Magnetism and Magnetic Materials (1992) 104,  p255-p256
106490	P 63/m m c	Co (Sb0.5 Te0.5)	NiAs	A contribution to the ternary phase diagram Co - Sb - Te	Terzieff, P.;  Ipser, H.	Monatshefte fuer Chemie (1992) 124, (1) p35-p42
106513	P 63/m m c	(Cr0.5 Fe0.5) S	NiAs	Phase transitions in Cr1-x Fex S (x=0.5)	Sokolovich, V.V.;  Bayukov, O.A.	Fizika Tverdogo Tela (Leningrad) (= Solid State Physics) (1993) 35, (7) p1018-p1019
106737	P 63/m m c	(Ga0.125 Sb0.875) Ni	NiAs	Solid state phase equilibria in the Ni-Ga-Sb system: experimental and calculated determinations	le Clanche, M.C.;  Deputier, S.;  Jegaden, J.C.;  Guerin, R.;  Ballini, Y.;  Guivarc&#39;h, A.	Journal of Alloys and Compounds (1994) 206,  p21-p29
31062	P 63/m m c	Ni As	NiAs	Untersuchungen ueber die Kristallstrukturen von Wurtzit und Rotnickelkies.	Aminoff, G.	Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977) (1923) 58,  p203-p219
412083	P 63/m m c	Ni1.53 Sb Te	NiAs	The atomic order of the pnictogen and chalcogen atoms in equiatomic ternary compounds T Pn Ch (T= Ni, Pd; Pn= P, As, Sb; Ch= S, Se, Te)	Foecker, A.J.;  Jeitschko, W.	Journal of Solid State Chemistry (2001) 162, (1) p69-p78
601328	P 63/m m c	(Co17 Fe3 S20)0.1	NiAs	Phase relations and ageing effects in Fe1-x Cox S system	Barthelemy, E.;  Carcaly, C.	Journal of Solid State Chemistry (1987) 66,  p191-p203
601338	P 63/m m c	Co S	NiAs	Phase relations and ageing effects in Fe1-x Cox S system	Barthelemy, E.;  Carcaly, C.	Journal of Solid State Chemistry (1987) 66,  p191-p203
601818	P 63/m m c	Cr Ti As2	NiAs	Magnetic and structural properties of Cr1t Tit As	Fjellvag, H.;  Kjekshus, A.	Journal of Solid State Chemistry (1985) 59,  p9-p22
601839	P 63/m m c	Mn Sb	NiAs	Ferromagnetic and spin-wave resonance studies in Mn1-xFexSb and Mn1-xCoxSb	Seshu Bai, V.;  Rama Rao, K.V.S.	Journal of Physics F (1983) 13,  p695-p702
601915	P 63/m m c	V S	NiAs	Structures cristallines et liaisons	Oudet, X.	Annales de Chimie (Paris) (Vol=Year) (1983) 8,  p483-p507
602488	P 63/m m c	Ni S	NiAs	Equation of state and high pressure phase transition of Ni S in the Ni As structure	Campbell, A.J.;  Heinz, D.L.	Journal of Physics and Chemistry of Solids (1993) 54, (1) p5-p7
603026	P 63/m m c	Cr Te	NiAs	Pressure effect on the Curie temperature and thermal expansion of Cr Te	Ohta, S.;  Kanomata, T.;  Kaneko, T.;  Yoshida, H.	Journal of Physics: Condensed Matter (1993) 5,  p2759-p2768
603560	P 63/m m c	Cr Sb	NiAs	High-pressure synthesis and magnetic properties of the solid solution Mn Crx Sb and Cr Mny Sb (0&lt;=  x, y&lt;=  1.0)	Noda, Y.;  Shimada, M.;  Koizumi, M.	Journal of Solid State Chemistry (1983) 49,  p215-p218
603577	P 63/m m c	Mn Sb	NiAs	High-pressure synthesis and magnetic properties of the solid solution Mn Crx Sb and Cr Mny Sb (0&lt;=  x, y&lt;=  1.0)	Noda, Y.;  Shimada, M.;  Koizumi, M.	Journal of Solid State Chemistry (1983) 49,  p215-p218
603606	P 63/m m c	Ni S	NiAs	An electron-optical study of nickel monosulfide	Black, S.N.;  Jefferson, D.A.;  Henderson, P.	Journal of Solid State Chemistry (1984) 53,  p76-p86
610260	P 63/m m c	(Cr5 As3 Sb2)0.4	NiAs	Magnetic properties of pseudobinary compounds Cr Sb1-x Asx	Kamigaki, K.;  Shono, M.;  Yoshida, H.;  Abe, S.;  Kaneko, T.	Journal of Magnetism and Magnetic Materials (1987) 70,  p218-p220
