V5O9,28 publications,triclinic,"1, 2  spacegroup","0.757, 0.002, 0.5186  band gap",http://apps.webofknowledge.com/Search.do?product=UA&SID=%221ARx5dz7qNgJ68tqZF6%22&search_mode=GeneralSearch&prID=13e13695-5087-4dbe-9336-c4c702d340ba,"=HYPERLINK(""C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadates\V5O9.png"",""Word Cloud"")"

"=HYPERLINK(""http://pubs.rsc.org/en/Content/ArticleLanding/2012/DT/c2dt11153e"",""magnet(1)"")","=HYPERLINK(""http://link.springer.com/article/10.1007%2Fs10853-006-3160-3"",""magnet(1)"")"
"=HYPERLINK(""http://iopscience.iop.org/1367-2630/11/7/073025/"",""x-ray(1)"")"
"=HYPERLINK(""http://iopscience.iop.org/1367-2630/11/7/073025/"",""metal(2)"")"
"=HYPERLINK(""http://pubs.acs.org/doi/abs/10.1021/cm950249t"",""\d K(1)"")"


V9O17,10 publications,triclinic,"1, 2  spacegroup","0.56, 0.0154  band gap",http://apps.webofknowledge.com/Search.do?product=UA&SID=%224E9mXK2R4wz18XEgola%22&search_mode=GeneralSearch&prID=995733b2-9b1f-447f-bbbb-b74f7220a6b3,"=HYPERLINK(""C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadates\V9O17.png"",""Word Cloud"")"

"=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S0022459612006251"",""metal(5)"")","=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S0040609012005226"",""metal(2)"")"
"=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S0022459612006251"",""insulator(1)"")"
"=HYPERLINK(""http://www.sciencedirect.com/science/article/pii/S0040609012005226"",""\d K(1)"")","=HYPERLINK(""http://onlinelibrary.wiley.com/doi/10.1002/zaac.19915940117/abstract;jsessionid=773CBC3BE369322C139F4A6F25961B1E.f01t04"",""\d K(1)"")"


